조사명,경인로(51)_상_2
조사자,
노선,
행선,
차로,
시점,0.0000
종점,9.77
리포트간격(m),10
시작시간,2022-5-3 15:16:0
종료시간,2022-5-3 15:56:27

거리,도로현황,도로표면,소성변형,종단평탄성,,,기하구조,,,조사속도,궤적,,도로포장파손 분석결과,,HPICI,,NHPCI,SPI,,,AP종방향균열[m 아스팔트],,,,AP횡방향균열[m 아스팔트],,,,AP시공줄눈[m 아스팔트],,,,AP거북등균열[m² 아스팔트],,,,AP패칭[m² 아스팔트],,,,AP포트홀[m² 아스팔트],,,,조사시각,기하구조 2,,차로폭,분석 관심 폭,GEOFOG3D,
[km],이미지,이미지,직선자[mm],CRI[m/km],최대[m/km],평균[m/km],편경사[%],종단경사[%],곡률[1/m],속도[km/h],위도[˚],경도[˚],균열량(m²),균열율(%),아스팔트,콘크리트,NHPCI,도시고속도로,주간선도로,보조간선도로,EA,L,M,H,EA,L,M,H,EA,L,M,H,EA,L,M,H,EA,L,M,H,EA,L,M,H,비고,,평면율[deg/km],고도율[m/km],m,Width [m],종단선형[m/km],평면선형[deg/km]
4.7200,경인로(51)_상_2_v004710000.jpg,경인로(51)_상_2_s004720000.jpg,2.53,2.60,3.15,2.60,-1.93,3.67,0.003340,35.89,37.499200916,126.873284354,1.0000,2.63,0.74,2.15,6.23,7.17,7.30,7.39,0,10.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,36.70,0.00,2.979,15.44,186.04
4.7300,경인로(51)_상_2_v004720000.jpg,경인로(51)_상_2_s004730000.jpg,1.90,1.71,2.29,1.71,-2.81,4.16,0.004504,33.59,37.499166326,126.873182674,1.0000,2.63,1.71,2.51,6.84,7.48,7.52,7.54,0,10.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,41.60,0.00,2.979,17.60,232.40
4.7400,경인로(51)_상_2_v004730000.jpg,경인로(51)_상_2_s004740000.jpg,1.80,1.75,2.13,1.75,-3.33,4.23,0.004661,31.19,37.499132596,126.873079336,1.0000,2.63,1.87,2.58,6.96,7.51,7.54,7.56,0,10.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,42.30,0.00,2.979,20.78,278.49
4.7500,경인로(51)_상_2_v004740000.jpg,경인로(51)_상_2_s004750000.jpg,2.24,1.84,2.30,1.84,-3.37,4.37,0.004451,28.50,37.499098673,126.872973412,1.0000,2.63,1.36,2.50,6.78,7.48,7.52,7.54,0,10.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,43.70,0.00,2.909,25.68,317.76
4.7600,경인로(51)_상_2_v004750000.jpg,경인로(51)_상_2_s004760000.jpg,2.14,1.84,2.04,1.84,-2.76,4.47,0.005723,25.85,37.499063152,126.872862636,1.0000,2.63,1.56,2.62,6.96,7.53,7.55,7.56,0,10.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,44.70,0.00,3.067,28.63,330.16
4.7700,경인로(51)_상_2_v004760000.jpg,경인로(51)_상_2_s004770000.jpg,1.93,1.47,1.60,1.47,-2.30,4.53,0.007205,26.38,37.499041824,126.872754531,1.0000,2.63,1.94,2.82,7.31,7.57,7.58,7.58,0,10.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,45.30,0.00,3.067,30.04,317.38
4.7800,경인로(51)_상_2_v004770000.jpg,경인로(51)_상_2_s004780000.jpg,3.00,3.26,3.51,3.26,-3.00,4.91,0.006763,28.98,37.499023679,126.872650960,0.0100,0.03,0.71,3.05,6.06,7.19,7.45,7.66,0,0.1000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,49.10,0.00,2.809,30.59,299.30
4.7900,경인로(51)_상_2_v004780000.jpg,경인로(51)_상_2_s004790000.jpg,4.55,1.39,1.41,1.39,-3.81,5.65,0.003987,32.49,37.499012790,126.872558272,0.0000,0.00,-0.33,3.98,7.15,8.65,8.70,8.72,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,56.50,0.00,2.843,32.36,258.87
4.8000,경인로(51)_상_2_v004790000.jpg,경인로(51)_상_2_s004800000.jpg,7.20,2.33,3.14,2.33,-3.22,6.39,0.003271,35.75,37.498998505,126.872433708,0.0000,0.00,-4.37,3.22,5.77,7.36,7.55,7.68,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,63.90,0.00,2.905,32.05,205.95
4.8100,경인로(51)_상_2_v004800000.jpg,경인로(51)_상_2_s004810000.jpg,13.49,3.63,5.09,3.63,-2.26,6.49,0.003058,35.87,37.498990325,126.872320437,0.0000,0.00,-14.00,2.50,4.39,5.56,5.81,5.98,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,64.90,0.00,2.896,36.13,182.73
4.8200,경인로(51)_상_2_v004810000.jpg,경인로(51)_상_2_s004820000.jpg,4.53,2.47,2.52,2.47,-1.56,5.87,0.002613,33.08,37.498981685,126.872201659,0.1041,0.27,-0.82,3.28,6.42,7.94,8.11,8.23,0,0.0000,0.0000,0.0000,0,1.0414,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,58.70,0.00,2.955,38.33,205.19
4.8300,경인로(51)_상_2_v004820000.jpg,경인로(51)_상_2_s004830000.jpg,6.02,3.60,3.84,3.60,-0.76,4.76,0.003318,29.14,37.498980213,126.872087766,0.1900,0.50,-3.21,2.62,5.54,6.90,7.16,7.37,0,1.0000,0.0000,0.0000,0,0.9000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로_고척교교차로,0.00,0.00,47.60,0.00,2.988,37.53,246.40
4.8400,경인로(51)_상_2_v004830000.jpg,경인로(51)_상_2_s004840000.jpg,4.01,3.16,3.63,3.16,-0.30,3.67,0.004566,24.56,37.498983463,126.871975714,2.6841,7.06,-1.66,1.29,5.66,6.26,6.34,6.39,0,15.5414,0.0000,0.0000,0,0.7000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,1.0500,0.0100,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로_고척교교차로,0.00,0.00,36.70,0.00,2.988,31.12,275.80
4.8500,경인로(51)_상_2_v004840000.jpg,경인로(51)_상_2_s004850000.jpg,2.93,1.26,1.30,1.26,-0.27,2.77,0.006496,22.78,37.498989598,126.871861410,1.8524,4.87,0.67,2.57,7.27,6.95,6.95,6.95,0,11.9243,0.0000,0.0000,0,6.6000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로_고척교교차로,0.00,0.00,27.70,0.00,2.988,25.20,296.01
4.8600,경인로(51)_상_2_v004850000.jpg,경인로(51)_상_2_s004860000.jpg,4.91,5.00,6.91,5.00,-0.50,2.12,0.005931,20.10,37.498996378,126.871740164,2.0441,5.38,-3.61,0.37,4.30,4.40,4.88,5.26,0,5.6414,0.0000,0.0000,0,2.2000,0.3000,0.0000,0,0.0000,0.0000,0.0000,0,1.2200,0.0100,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로_고척교교차로/맨홀,0.00,0.00,21.20,0.00,2.988,16.88,260.01
4.8700,경인로(51)_상_2_v004860000.jpg,경인로(51)_상_2_s004870000.jpg,3.10,3.91,4.23,3.91,-0.86,2.21,0.005485,20.88,37.499015490,126.871632407,2.5714,6.77,-0.77,1.10,5.47,6.08,6.23,6.33,0,5.6314,0.0000,0.0000,0,8.6828,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,1.0300,0.1100,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로_고척교교차로,0.00,0.00,22.10,0.00,2.810,9.60,211.12
4.8800,경인로(51)_상_2_v004870000.jpg,경인로(51)_상_2_s004880000.jpg,6.85,3.04,3.34,3.04,-1.04,2.05,0.001673,21.65,37.499036804,126.871522245,2.0956,5.51,-4.98,1.58,5.54,6.55,6.63,6.68,0,14.6142,0.0000,0.0000,0,4.5414,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.1700,0.0100,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로_고척교교차로,0.00,0.00,20.50,0.00,2.810,4.59,136.55
4.8900,경인로(51)_상_2_v004880000.jpg,경인로(51)_상_2_s004890000.jpg,12.20,6.31,6.97,6.31,-0.55,1.61,0.000883,23.58,37.499058969,126.871413067,0.7400,1.95,-13.14,1.00,3.87,4.34,4.81,5.19,0,7.4000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,16.10,0.00,2.810,2.97,84.69
4.9000,경인로(51)_상_2_v004890000.jpg,경인로(51)_상_2_s004900000.jpg,2.67,2.07,2.42,2.07,-0.04,1.52,0.000463,26.51,37.499082096,126.871305386,0.0000,0.00,1.47,3.52,6.75,8.06,8.24,8.38,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,15.20,0.00,2.810,1.08,33.13
4.9100,경인로(51)_상_2_v004900000.jpg,경인로(51)_상_2_s004910000.jpg,3.53,1.21,1.52,1.21,0.07,1.75,0.000722,31.85,37.499109730,126.871213120,0.0000,0.00,0.84,3.93,7.23,8.72,8.81,8.87,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,17.50,0.00,2.810,2.28,20.67
4.9200,경인로(51)_상_2_v004910000.jpg,경인로(51)_상_2_s004920000.jpg,2.28,1.35,1.71,1.35,0.13,1.89,0.000558,33.24,37.499130605,126.871092934,0.0000,0.00,2.16,3.83,7.29,8.63,8.75,8.85,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,18.90,0.00,3.011,3.80,8.44
4.9300,경인로(51)_상_2_v004920000.jpg,경인로(51)_상_2_s004930000.jpg,3.49,1.87,2.29,1.87,0.04,1.69,-0.000494,33.42,37.499154491,126.870982393,0.0000,0.00,0.59,3.57,6.71,8.15,8.31,8.45,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,16.90,0.00,3.011,4.16,38.97
4.9400,경인로(51)_상_2_v004930000.jpg,경인로(51)_상_2_s004940000.jpg,3.03,1.76,1.94,1.76,-0.13,1.66,-0.000787,33.28,37.499178254,126.870872517,0.0000,0.00,1.24,3.73,7.01,8.43,8.57,8.68,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,16.60,0.00,3.011,4.43,44.20
4.9500,경인로(51)_상_2_v004940000.jpg,경인로(51)_상_2_s004950000.jpg,3.44,1.22,1.56,1.22,-0.34,1.80,-0.002571,34.74,37.499200882,126.870763176,0.0000,0.00,0.93,3.91,7.21,8.70,8.79,8.86,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,18.00,0.00,2.601,4.37,36.29
4.9600,경인로(51)_상_2_v004950000.jpg,경인로(51)_상_2_s004960000.jpg,7.49,1.73,1.95,1.73,-0.18,2.15,-0.000531,37.86,37.499222582,126.870657846,0.0000,0.00,-4.33,3.73,6.39,7.90,7.93,7.96,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,21.50,0.00,2.991,4.12,22.96
4.9700,경인로(51)_상_2_v004960000.jpg,경인로(51)_상_2_s004970000.jpg,7.12,3.20,4.48,3.20,0.13,2.26,0.000851,40.22,37.499246311,126.870559398,0.0000,0.00,-4.70,2.71,5.15,6.38,6.70,6.95,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,22.60,0.00,2.945,4.17,4.91
4.9800,경인로(51)_상_2_v004970000.jpg,경인로(51)_상_2_s004980000.jpg,5.98,3.19,4.47,3.19,0.28,2.08,0.000469,40.87,37.499265230,126.870442984,0.0000,0.00,-3.20,2.72,5.27,6.41,6.73,6.99,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,20.80,0.00,2.945,4.54,33.07
4.9900,경인로(51)_상_2_v004980000.jpg,경인로(51)_상_2_s004990000.jpg,4.41,3.15,3.59,3.15,0.30,1.85,0.001078,40.66,37.499286725,126.870332388,0.0000,0.00,-0.95,3.04,5.85,7.12,7.38,7.59,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,18.50,0.00,2.945,4.90,29.51
5.0000,경인로(51)_상_2_v004990000.jpg,경인로(51)_상_2_s005000000.jpg,3.80,4.68,5.52,4.68,0.49,1.62,0.000375,40.00,37.499309105,126.870221862,0.0000,0.00,-0.84,2.36,5.02,5.59,5.99,6.32,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,16.20,0.00,2.945,5.33,25.21
5.0100,경인로(51)_상_2_v005000000.jpg,경인로(51)_상_2_s005010000.jpg,4.54,5.80,7.16,5.80,0.95,1.57,0.000055,40.25,37.499331612,126.870111940,0.0000,0.00,-2.21,1.83,4.36,4.27,4.80,5.23,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,15.70,0.00,2.945,6.37,19.09
5.0200,경인로(51)_상_2_v005010000.jpg,경인로(51)_상_2_s005020000.jpg,6.17,6.14,7.39,6.14,1.37,1.38,0.000272,39.47,37.499354307,126.870001486,0.0000,0.00,-4.33,1.76,4.17,4.09,4.63,5.07,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,13.80,0.00,2.945,7.45,7.48
5.0300,경인로(51)_상_2_v005020000.jpg,경인로(51)_상_2_s005030000.jpg,6.37,4.15,4.16,4.15,1.13,1.12,0.000322,38.91,37.499377579,126.869891344,0.0000,0.00,-3.60,2.83,5.37,6.65,6.94,7.18,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,11.20,0.00,2.945,8.47,10.43
5.0400,경인로(51)_상_2_v005030000.jpg,경인로(51)_상_2_s005040000.jpg,4.86,5.20,5.92,5.20,0.35,1.02,-0.000232,39.18,37.499401028,126.869781575,0.0000,0.00,-2.24,2.22,4.77,5.26,5.69,6.05,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,10.20,0.00,2.945,9.50,4.53
5.0500,경인로(51)_상_2_v005040000.jpg,경인로(51)_상_2_s005050000.jpg,5.05,5.50,6.69,5.50,0.33,1.00,0.000470,39.51,37.499424077,126.869671998,0.0000,0.00,-2.70,1.97,4.48,4.65,5.13,5.54,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,10.00,0.00,2.945,10.09,0.97
5.0600,경인로(51)_상_2_v005050000.jpg,경인로(51)_상_2_s005060000.jpg,5.18,4.46,4.57,4.46,0.74,0.75,-0.000184,38.87,37.499447390,126.869561811,0.0000,0.00,-2.22,2.68,5.30,6.33,6.67,6.94,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,7.50,0.00,2.945,10.47,3.76
5.0700,경인로(51)_상_2_v005060000.jpg,경인로(51)_상_2_s005070000.jpg,6.73,4.24,4.88,4.24,1.15,0.53,-0.000265,37.96,37.499470755,126.869451415,0.0000,0.00,-4.31,2.57,5.02,6.08,6.43,6.71,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,5.30,0.00,2.945,10.72,24.89
5.0800,경인로(51)_상_2_v005070000.jpg,경인로(51)_상_2_s005080000.jpg,10.66,5.29,6.82,5.29,1.73,0.39,0.000012,36.91,37.499493760,126.869340641,0.0000,0.00,-10.35,1.93,4.04,4.50,4.98,5.37,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,3.90,0.00,2.945,11.12,54.36
5.0900,경인로(51)_상_2_v005080000.jpg,경인로(51)_상_2_s005090000.jpg,9.21,3.80,3.99,3.80,1.70,0.32,0.001465,35.83,37.499517114,126.869230538,0.0000,0.00,-7.41,2.89,5.17,6.65,6.88,7.05,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교/콘크리트포장,0.00,0.00,3.20,0.00,2.945,13.12,71.09
5.1000,경인로(51)_상_2_v005090000.jpg,경인로(51)_상_2_s005100000.jpg,9.56,5.80,6.24,5.80,1.51,-0.07,0.002672,36.33,37.499541688,126.869121492,0.3600,0.95,-8.87,1.57,4.28,4.97,5.41,5.76,0,2.5000,0.0000,0.0000,0,1.1000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_고척교,0.00,0.00,0.70,0.00,2.945,15.25,64.55
5.1100,경인로(51)_상_2_v005100000.jpg,경인로(51)_상_2_s005110000.jpg,11.16,5.05,5.70,5.05,1.59,-0.93,0.001911,35.59,37.499568841,126.869012725,0.2100,0.55,-10.91,1.94,4.35,5.33,5.70,5.99,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.2100,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,9.30,0.00,3.243,20.08,1.98
5.1200,경인로(51)_상_2_v005110000.jpg,경인로(51)_상_2_s005120000.jpg,7.36,5.18,5.76,5.18,1.74,-1.14,0.000061,29.57,37.499595815,126.868894900,0.2200,0.58,-5.59,1.90,4.62,5.38,5.79,6.13,0,2.2000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,맨홀,0.00,0.00,11.40,0.00,3.243,31.38,79.70
5.1300,경인로(51)_상_2_v005120000.jpg,경인로(51)_상_2_s005130000.jpg,7.01,6.76,7.15,6.76,1.88,-1.58,-0.002843,22.48,37.499627114,126.868793092,13.2500,34.87,-7.76,-1.17,3.58,2.97,3.18,3.30,0,1.2000,0.0000,0.0000,0,3.2000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,12.8100,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,15.80,0.00,3.004,51.19,162.80
5.1400,경인로(51)_상_2_v005130000.jpg,경인로(51)_상_2_s005140000.jpg,7.65,4.07,4.21,4.07,1.88,-2.53,-0.006275,15.20,37.499654515,126.868679560,0.8249,2.17,-5.87,1.86,5.16,6.50,6.75,6.94,0,2.1000,0.0000,0.0000,0,6.1485,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,25.30,0.00,2.972,70.87,242.15
5.1500,경인로(51)_상_2_v005140000.jpg,경인로(51)_상_2_s005150000.jpg,7.12,13.12,16.07,13.12,3.34,-3.07,-0.004340,10.16,37.499674007,126.868563464,3.4600,9.11,-9.23,-2.52,2.28,1.00,1.00,1.00,0,0.0000,0.0000,0.0000,0,2.2000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,3.2400,0.0000,0.0000,0,0.0000,0.0000,0.0000,맨홀,0.00,0.00,30.70,0.00,2.972,71.06,262.99
5.1600,경인로(51)_상_2_v005150000.jpg,경인로(51)_상_2_s005160000.jpg,4.33,19.10,21.39,19.10,4.17,-1.74,-0.005101,8.35,37.499693243,126.868446595,0.0000,0.00,-5.61,-1.83,1.83,1.00,1.00,1.00,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,맨홀,0.00,0.00,17.40,0.00,2.972,66.85,238.27
5.1700,경인로(51)_상_2_v005160000.jpg,경인로(51)_상_2_s005170000.jpg,4.30,5.75,6.40,5.75,3.18,0.47,-0.004021,20.57,37.499703960,126.868335709,0.0000,0.00,-1.70,2.07,4.64,4.88,5.34,5.73,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,4.70,0.00,2.972,56.46,230.12
5.1800,경인로(51)_상_2_v005170000.jpg,경인로(51)_상_2_s005180000.jpg,4.04,6.02,6.65,6.02,2.99,1.15,-0.002433,23.99,37.499712423,126.868225670,0.0000,0.00,-1.47,1.99,4.57,4.68,5.16,5.56,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,11.50,0.00,3.063,37.97,244.65
5.1900,경인로(51)_상_2_v005180000.jpg,경인로(51)_상_2_s005190000.jpg,3.94,2.56,2.99,2.56,3.19,0.98,-0.003730,26.33,37.499719661,126.868115130,0.0400,0.11,-0.22,3.20,6.23,7.60,7.81,7.99,0,0.4000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,9.80,0.00,2.961,16.37,236.88
5.2000,경인로(51)_상_2_v005190000.jpg,경인로(51)_상_2_s005200000.jpg,5.46,4.56,5.45,4.56,2.92,0.71,-0.005579,28.78,37.499727385,126.868008558,0.2900,0.76,-3.08,1.92,4.89,5.63,6.03,6.35,0,2.9000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,7.10,0.00,2.961,13.62,290.35
5.2100,경인로(51)_상_2_v005200000.jpg,경인로(51)_상_2_s005210000.jpg,6.03,2.56,3.66,2.56,2.27,0.78,-0.005148,30.80,37.499725004,126.867897124,0.0000,0.00,-3.01,3.02,5.64,7.04,7.30,7.50,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로,0.00,0.00,7.80,0.00,2.807,12.67,326.73
5.2200,경인로(51)_상_2_v005210000.jpg,경인로(51)_상_2_s005220000.jpg,4.76,5.58,5.96,5.58,2.17,1.18,-0.006094,32.73,37.499714102,126.867783096,0.0000,0.00,-2.13,2.21,4.76,5.23,5.66,6.02,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로/맨홀,0.00,0.00,11.80,0.00,2.807,11.12,289.57
