조사명,경인로(51)_상_2
조사자,
노선,
행선,
차로,
시점,0.0000
종점,9.77
리포트간격(m),10
시작시간,2022-5-3 15:16:0
종료시간,2022-5-3 15:56:27

거리,도로현황,도로표면,소성변형,종단평탄성,,,기하구조,,,조사속도,궤적,,도로포장파손 분석결과,,HPICI,,NHPCI,SPI,,,AP종방향균열[m 아스팔트],,,,AP횡방향균열[m 아스팔트],,,,AP시공줄눈[m 아스팔트],,,,AP거북등균열[m² 아스팔트],,,,AP패칭[m² 아스팔트],,,,AP포트홀[m² 아스팔트],,,,조사시각,기하구조 2,,차로폭,분석 관심 폭,GEOFOG3D,
[km],이미지,이미지,직선자[mm],CRI[m/km],최대[m/km],평균[m/km],편경사[%],종단경사[%],곡률[1/m],속도[km/h],위도[˚],경도[˚],균열량(m²),균열율(%),아스팔트,콘크리트,NHPCI,도시고속도로,주간선도로,보조간선도로,EA,L,M,H,EA,L,M,H,EA,L,M,H,EA,L,M,H,EA,L,M,H,EA,L,M,H,비고,,평면율[deg/km],고도율[m/km],m,Width [m],종단선형[m/km],평면선형[deg/km]
2.4100,경인로(51)_상_2_v002400000.jpg,경인로(51)_상_2_s002410000.jpg,2.03,2.32,2.95,2.32,-2.39,2.94,-0.000346,51.08,37.511960336,126.893750488,0.0000,0.00,1.96,3.30,6.51,7.64,7.86,8.03,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,29.40,0.00,3.028,5.07,53.72
2.4200,경인로(51)_상_2_v002410000.jpg,경인로(51)_상_2_s002420000.jpg,2.56,2.20,2.45,2.20,-2.05,3.14,0.000019,51.36,37.511914403,126.893656654,0.0000,0.00,1.58,3.50,6.75,8.04,8.22,8.36,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,31.40,0.00,3.466,4.51,16.36
2.4300,경인로(51)_상_2_v002420000.jpg,경인로(51)_상_2_s002430000.jpg,3.27,1.80,1.99,1.80,-1.86,3.39,-0.000077,51.95,37.511868329,126.893559945,0.0000,0.00,0.96,3.71,6.95,8.40,8.53,8.64,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,33.90,0.00,3.047,3.88,7.47
2.4400,경인로(51)_상_2_v002430000.jpg,경인로(51)_상_2_s002440000.jpg,2.54,2.15,2.28,2.15,-2.31,3.41,-0.000008,52.96,37.511822507,126.893463061,0.0000,0.00,1.66,3.58,6.86,8.18,8.34,8.48,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,34.10,0.00,3.047,3.01,14.29
2.4500,경인로(51)_상_2_v002440000.jpg,경인로(51)_상_2_s002450000.jpg,2.31,2.16,2.30,2.16,-2.63,3.76,-0.000344,54.09,37.511776492,126.893366679,0.0000,0.00,1.90,3.57,6.88,8.16,8.33,8.46,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,37.60,0.00,3.140,1.34,16.24
2.4600,경인로(51)_상_2_v002450000.jpg,경인로(51)_상_2_s002460000.jpg,2.34,4.75,7.66,4.75,-2.54,4.42,-0.000542,54.88,37.511730147,126.893270391,2.5200,6.63,-0.97,-0.02,4.22,3.81,4.34,4.76,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,2.5200,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,44.20,0.00,3.140,1.01,17.00
2.4700,경인로(51)_상_2_v002460000.jpg,경인로(51)_상_2_s002470000.jpg,2.56,1.67,1.85,1.67,-2.36,4.97,-0.000419,55.03,37.511682960,126.893174326,0.0000,0.00,1.80,3.77,7.15,8.51,8.65,8.75,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,49.70,0.00,3.140,3.95,15.65
2.4800,경인로(51)_상_2_v002470000.jpg,경인로(51)_상_2_s002480000.jpg,3.00,1.41,1.42,1.41,-2.17,5.44,-0.000144,54.94,37.511635532,126.893078230,0.0000,0.00,1.48,3.98,7.38,8.82,8.91,8.98,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,54.40,0.00,3.186,8.02,16.01
2.4900,경인로(51)_상_2_v002480000.jpg,경인로(51)_상_2_s002490000.jpg,3.17,2.00,2.09,2.00,-2.35,5.87,-0.000013,54.23,37.511587989,126.892981655,0.0000,0.00,1.03,3.66,6.89,8.32,8.47,8.59,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,58.70,0.00,3.269,13.02,9.37
2.5000,경인로(51)_상_2_v002490000.jpg,경인로(51)_상_2_s002500000.jpg,3.41,2.26,2.47,2.26,-2.43,6.30,-0.000219,53.19,37.511540365,126.892885008,0.0000,0.00,0.62,3.49,6.61,8.02,8.19,8.34,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,맨홀,0.00,0.00,63.00,0.00,3.670,17.95,4.76
2.5100,경인로(51)_상_2_v002500000.jpg,경인로(51)_상_2_s002510000.jpg,4.93,5.45,6.33,5.45,-2.66,6.55,-0.000346,52.33,37.511492823,126.892788386,2.7400,7.21,-3.64,0.34,4.46,4.78,5.18,5.48,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,2.7400,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,65.50,0.00,3.151,22.33,1.66
2.5200,경인로(51)_상_2_v002510000.jpg,경인로(51)_상_2_s002520000.jpg,4.83,3.79,4.40,3.79,-3.56,6.42,0.000194,51.67,37.511445237,126.892691886,0.6400,1.68,-2.17,1.93,5.36,6.43,6.73,6.97,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.6400,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,64.20,0.00,3.151,25.89,3.00
2.5300,경인로(51)_상_2_v002520000.jpg,경인로(51)_상_2_s002530000.jpg,3.48,5.79,6.75,5.79,-4.32,6.39,0.000164,51.09,37.511397648,126.892595603,0.0000,0.00,-0.84,1.96,4.58,4.60,5.10,5.50,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,63.90,0.00,3.151,28.59,2.62
2.5400,경인로(51)_상_2_v002530000.jpg,경인로(51)_상_2_s002540000.jpg,3.43,2.39,3.27,2.39,-4.59,6.42,0.000026,50.55,37.511350373,126.892499088,0.0000,0.00,0.31,3.17,6.14,7.38,7.62,7.81,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,64.20,0.00,3.151,30.48,7.12
2.5500,경인로(51)_상_2_v002540000.jpg,경인로(51)_상_2_s002550000.jpg,3.26,2.64,3.00,2.64,-4.49,6.38,-0.000123,50.20,37.511302943,126.892402803,0.0000,0.00,0.60,3.27,6.31,7.60,7.81,7.99,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,63.80,0.00,2.947,32.10,2.60
2.5600,경인로(51)_상_2_v002550000.jpg,경인로(51)_상_2_s002560000.jpg,6.68,4.42,5.53,4.42,-4.00,6.44,0.000359,49.93,37.511255246,126.892306767,0.0000,0.00,-4.45,2.35,4.77,5.56,5.96,6.29,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,64.40,0.00,3.096,33.45,6.40
2.5700,경인로(51)_상_2_v002560000.jpg,경인로(51)_상_2_s002570000.jpg,3.74,2.24,3.02,2.24,-4.17,6.44,-0.000108,49.31,37.511207778,126.892210281,1.2200,3.21,-0.67,2.08,6.13,7.11,7.21,7.27,0,1.2000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,1.1000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,64.40,0.00,3.096,34.39,10.86
2.5800,경인로(51)_상_2_v002570000.jpg,경인로(51)_상_2_s002580000.jpg,4.06,6.26,7.19,6.26,-3.89,6.09,0.000220,48.54,37.511160303,126.892113605,2.4600,6.47,-2.77,0.14,4.25,4.16,4.65,5.04,0,2.6000,0.0000,0.0000,0,1.6000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,1.0500,0.0000,0.0000,0,0.9900,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로_도림교교차로,0.00,0.00,60.90,0.00,3.244,34.18,7.56
2.5900,경인로(51)_상_2_v002580000.jpg,경인로(51)_상_2_s002590000.jpg,3.95,5.86,6.51,5.86,-3.02,5.54,0.000478,48.18,37.511112935,126.892017089,3.2800,8.63,-2.62,0.14,4.44,4.59,4.99,5.29,0,1.8000,0.0000,0.0000,0,2.9000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,1.4300,0.0000,0.0000,0,1.3800,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로_도림교교차로,0.00,0.00,55.40,0.00,3.244,32.98,7.48
2.6000,경인로(51)_상_2_v002590000.jpg,경인로(51)_상_2_s002600000.jpg,3.98,4.07,4.55,4.07,-2.45,5.16,-0.000055,48.27,37.511066042,126.891920556,6.0621,15.95,-2.51,0.33,5.00,5.00,5.08,5.13,0,21.0971,0.0000,0.0000,0,3.7243,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,3.4900,0.0300,0.0000,0,0.0600,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로_도림교교차로,0.00,0.00,51.60,0.00,3.244,30.01,38.49
2.6100,경인로(51)_상_2_v002600000.jpg,경인로(51)_상_2_s002610000.jpg,2.62,3.59,3.63,3.59,-2.33,4.79,-0.000642,48.90,37.511019470,126.891824339,4.2741,11.25,-0.39,0.94,5.68,5.69,5.74,5.77,0,20.7414,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,2.1100,0.0900,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로_도림교교차로,0.00,0.00,47.90,0.00,3.244,25.86,80.89
2.6200,경인로(51)_상_2_v002610000.jpg,경인로(51)_상_2_s002620000.jpg,3.74,3.45,3.86,3.45,-3.13,4.12,-0.001916,48.98,37.510972224,126.891729518,0.9400,2.47,-0.84,1.91,5.71,6.76,6.99,7.15,0,7.5000,0.0000,0.0000,0,1.9000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로_도림교교차로,0.00,0.00,41.20,0.00,3.244,23.79,99.43
2.6300,경인로(51)_상_2_v002620000.jpg,경인로(51)_상_2_s002630000.jpg,5.00,3.88,4.10,3.88,-3.11,3.55,-0.003602,48.72,37.510923522,126.891633990,0.5800,1.53,-2.26,2.09,5.49,6.66,6.94,7.16,0,4.8000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.1000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로_도림교교차로,0.00,0.00,35.50,0.00,3.244,22.67,93.60
2.6400,경인로(51)_상_2_v002630000.jpg,경인로(51)_상_2_s002640000.jpg,5.14,7.67,9.60,7.67,-2.03,3.68,-0.002077,47.89,37.510871894,126.891538842,0.2700,0.71,-3.87,0.66,3.60,2.32,3.02,3.59,0,2.7000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_도림교,0.00,0.00,36.80,0.00,3.244,21.96,50.00
2.6500,경인로(51)_상_2_v002640000.jpg,경인로(51)_상_2_s002650000.jpg,5.82,3.42,3.76,3.42,-1.42,3.68,-0.000477,47.73,37.510817024,126.891448460,1.4707,3.87,-3.58,1.67,5.50,6.65,6.81,6.92,0,10.4071,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.4300,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_도림교,0.00,0.00,36.80,0.00,3.244,21.27,14.20
2.6600,경인로(51)_상_2_v002650000.jpg,경인로(51)_상_2_s002660000.jpg,4.59,2.94,3.14,2.94,-0.97,2.95,0.001941,47.85,37.510764047,126.891359374,3.2080,8.44,-2.32,1.35,5.80,6.15,6.19,6.21,0,14.6799,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,1.7100,0.0300,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_도림교,0.00,0.00,29.50,0.00,3.244,18.73,101.45
2.6700,경인로(51)_상_2_v002660000.jpg,경인로(51)_상_2_s002670000.jpg,5.16,1.27,1.53,1.27,-0.74,1.74,0.002978,46.48,37.510713549,126.891264062,1.8741,4.93,-2.08,2.44,6.77,6.93,6.93,6.93,0,9.6414,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.9100,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_도림교,0.00,0.00,17.40,0.00,3.244,14.56,168.96
2.6800,경인로(51)_상_2_v002670000.jpg,경인로(51)_상_2_s002680000.jpg,3.35,1.80,1.91,1.80,-0.67,0.19,0.003147,42.31,37.510652486,126.891167905,1.3641,3.59,0.13,2.48,6.84,7.26,7.27,7.28,0,9.1414,0.1000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.4400,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_도림교,0.00,0.00,1.90,0.00,3.244,5.99,164.14
2.6900,경인로(51)_상_2_v002680000.jpg,경인로(51)_상_2_s002690000.jpg,5.13,1.94,2.09,1.94,-0.55,-1.55,0.005560,37.23,37.510614409,126.891069984,0.6841,1.80,-1.78,2.81,6.54,7.75,7.79,7.82,0,6.8414,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_도림교,0.00,0.00,15.50,0.00,3.244,1.57,96.15
2.7000,경인로(51)_상_2_v002690000.jpg,경인로(51)_상_2_s002700000.jpg,6.69,8.60,9.89,8.60,-0.79,-2.35,0.001618,33.65,37.510575918,126.890970739,0.3400,0.89,-5.97,0.50,3.45,2.09,2.81,3.40,0,3.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0400,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교량_도림교,0.00,0.00,23.50,0.00,3.244,9.57,8.59
2.7100,경인로(51)_상_2_v002700000.jpg,경인로(51)_상_2_s002710000.jpg,4.92,5.51,5.70,5.51,-1.73,-2.39,-0.002168,29.76,37.510530368,126.890867103,1.6766,4.41,-3.13,0.90,4.75,5.34,5.72,6.01,0,1.6657,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,1.4800,0.0300,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,23.90,0.00,3.244,19.32,103.79
2.7200,경인로(51)_상_2_v002710000.jpg,경인로(51)_상_2_s002720000.jpg,4.83,5.44,5.83,5.44,-3.30,-3.24,-0.004679,24.84,37.510480752,126.890759139,0.0200,0.05,-2.19,2.21,4.81,5.33,5.76,6.11,0,0.2000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,32.40,0.00,3.244,28.68,85.05
2.7300,경인로(51)_상_2_v002720000.jpg,경인로(51)_상_2_s002730000.jpg,5.16,5.50,6.91,5.50,-3.86,-4.49,-0.006767,21.42,37.510438143,126.890673060,0.1983,0.52,-3.07,1.56,4.38,4.47,4.98,5.39,0,1.9828,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,44.90,0.00,3.244,32.07,23.94
2.7400,경인로(51)_상_2_v002730000.jpg,경인로(51)_상_2_s002740000.jpg,5.77,3.87,4.72,3.87,-2.83,-5.02,0.002042,21.77,37.510386526,126.890583231,2.9400,7.74,-4.25,0.83,4.98,5.74,5.93,6.06,0,2.5000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,1.1200,0.0000,0.0000,0,1.5700,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로,0.00,0.00,50.20,0.00,3.244,36.59,82.93
2.7500,경인로(51)_상_2_v002740000.jpg,경인로(51)_상_2_s002750000.jpg,6.66,4.09,5.46,4.09,-1.58,-4.77,0.010169,24.93,37.510341549,126.890496774,8.9428,23.53,-6.46,-0.30,4.28,4.16,4.27,4.33,0,29.7042,0.0000,0.0000,0,1.5243,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,5.6700,0.0000,0.0000,0,0.1500,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로,0.00,0.00,47.70,0.00,3.244,40.26,130.84
2.7600,경인로(51)_상_2_v002750000.jpg,경인로(51)_상_2_s002760000.jpg,6.47,3.85,3.91,3.85,-1.43,-4.93,0.004866,26.39,37.510300613,126.890399015,11.3604,29.90,-5.92,0.05,4.70,3.89,3.91,3.92,0,32.5627,0.1000,0.0000,0,7.9414,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,7.0600,0.0200,0.0000,0,0.2200,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로,0.00,0.00,49.30,0.00,3.035,39.60,125.65
2.7700,경인로(51)_상_2_v002760000.jpg,경인로(51)_상_2_s002770000.jpg,6.93,7.36,8.21,7.36,-1.62,-4.91,-0.000858,26.63,37.510259453,126.890292961,12.5783,33.10,-7.91,-1.45,3.36,2.60,2.94,3.17,0,23.7828,0.0000,0.0000,0,0.4000,0.1000,0.0000,0,0.0000,0.0000,0.0000,0,10.1400,0.0100,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로,0.00,0.00,49.10,0.00,3.042,37.69,26.51
2.7800,경인로(51)_상_2_v002770000.jpg,경인로(51)_상_2_s002780000.jpg,5.90,4.31,4.56,4.31,-2.14,-4.37,-0.003807,27.00,37.510218413,126.890191564,5.7756,15.20,-4.85,0.36,4.84,5.07,5.15,5.20,0,34.3899,0.2000,0.0000,0,6.0657,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,1.5500,0.0200,0.0000,0,0.1400,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로,0.00,0.00,43.70,0.00,3.042,35.72,78.02
2.7900,경인로(51)_상_2_v002780000.jpg,경인로(51)_상_2_s002790000.jpg,16.35,7.37,7.59,7.37,-3.33,-3.82,-0.003754,29.38,37.510177574,126.890092795,5.1790,13.63,-20.82,-0.55,3.31,3.49,3.89,4.17,0,30.5899,0.0000,0.0000,0,1.9000,0.2000,0.7000,0,0.0000,0.0000,0.0000,0,1.7500,0.0000,0.0000,0,0.0900,0.0000,0.0000,0,0.0000,0.0000,0.0000,교차로,0.00,0.00,38.20,0.00,2.803,32.95,104.63
2.8000,경인로(51)_상_2_v002790000.jpg,경인로(51)_상_2_s002800000.jpg,10.34,3.87,4.08,3.87,-3.24,-3.39,-0.000424,32.05,37.510136803,126.889996262,6.9907,18.40,-10.90,0.38,4.59,4.80,4.84,4.87,0,27.7071,0.0000,0.0000,0,1.5000,0.9000,0.0000,0,0.0000,0.0000,0.0000,0,3.5900,0.0800,0.0000,0,0.3100,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,33.90,0.00,2.803,30.64,79.78
2.8100,경인로(51)_상_2_v002800000.jpg,경인로(51)_상_2_s002810000.jpg,11.65,1.68,1.92,1.68,-2.11,-3.61,-0.000018,32.83,37.510086875,126.889899261,3.4407,9.05,-11.53,1.81,5.61,5.91,5.91,5.91,0,23.0071,0.2000,0.0000,0,0.7000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,1.0500,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,36.10,0.00,2.941,29.68,38.62
2.8200,경인로(51)_상_2_v002810000.jpg,경인로(51)_상_2_s002820000.jpg,9.35,1.20,1.21,1.20,-1.23,-3.94,-0.000176,32.84,37.510041411,126.889800758,2.4200,6.37,-7.71,2.42,6.35,6.49,6.49,6.49,0,10.0000,0.0000,0.0000,0,1.5000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,1.2300,0.0400,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,39.40,0.00,3.082,28.61,6.81
2.8300,경인로(51)_상_2_v002820000.jpg,경인로(51)_상_2_s002830000.jpg,8.49,6.15,6.94,6.15,-0.90,-4.04,-0.000474,31.95,37.509994935,126.889702707,0.8383,2.21,-7.85,0.93,4.11,4.42,4.92,5.32,0,4.9828,0.1000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.3200,0.0100,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,40.40,0.00,3.082,31.69,11.61
2.8400,경인로(51)_상_2_v002830000.jpg,경인로(51)_상_2_s002840000.jpg,6.78,3.35,3.57,3.35,-1.25,-3.72,-0.000289,29.36,37.509942460,126.889598436,1.3807,3.63,-4.73,1.78,5.49,6.76,6.90,6.99,0,12.9657,0.0000,0.0000,0,0.4414,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0400,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,37.20,0.00,3.082,35.48,19.35
2.8500,경인로(51)_상_2_v002840000.jpg,경인로(51)_상_2_s002850000.jpg,7.22,3.72,4.20,3.72,-2.08,-3.44,0.000356,28.23,37.509895407,126.889497031,1.2266,3.23,-5.46,1.62,5.18,6.44,6.67,6.83,0,9.3657,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.2500,0.0400,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,34.40,0.00,3.082,35.75,25.22
2.8600,경인로(51)_상_2_v002850000.jpg,경인로(51)_상_2_s002860000.jpg,6.78,5.35,6.63,5.35,-2.43,-3.70,-0.000856,27.77,37.509851276,126.889403150,1.2600,3.32,-5.64,0.78,4.30,4.66,5.13,5.50,0,4.6000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.8000,0.0000,0.0000,0,0.0000,0.0000,0.0000,맨홀,0.00,0.00,37.00,0.00,3.082,33.46,17.90
2.8700,경인로(51)_상_2_v002860000.jpg,경인로(51)_상_2_s002870000.jpg,7.12,5.77,5.77,5.77,-2.42,-3.58,-0.000769,28.05,37.509804118,126.889307827,0.0000,0.00,-5.10,2.27,4.64,5.37,5.79,6.13,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,35.80,0.00,3.082,31.28,19.47
2.8800,경인로(51)_상_2_v002870000.jpg,경인로(51)_상_2_s002880000.jpg,6.04,4.99,5.88,4.99,-2.20,-3.25,-0.000406,26.79,37.509754882,126.889212238,0.0000,0.00,-3.72,2.24,4.69,5.30,5.72,6.07,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,32.50,0.00,3.082,25.64,13.40
2.8900,경인로(51)_상_2_v002880000.jpg,경인로(51)_상_2_s002890000.jpg,9.05,5.85,7.48,5.85,-1.51,-3.14,0.000174,25.46,37.509703966,126.889117201,0.9400,2.47,-8.85,0.70,3.91,3.99,4.53,4.96,0,8.1000,0.0000,0.0000,0,1.3000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,31.40,0.00,3.082,19.16,16.28
2.9000,경인로(51)_상_2_v002890000.jpg,경인로(51)_상_2_s002900000.jpg,6.92,2.23,2.55,2.23,-1.33,-2.61,0.000315,25.55,37.509655131,126.889022695,1.1100,2.92,-4.45,2.33,6.01,7.26,7.30,7.33,0,11.1000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,26.10,0.00,3.082,12.96,47.02
2.9100,경인로(51)_상_2_v002900000.jpg,경인로(51)_상_2_s002910000.jpg,8.08,2.77,3.23,2.77,-1.37,-1.79,-0.000291,26.81,37.509606261,126.888929430,1.0000,2.63,-6.21,2.12,5.55,7.00,7.12,7.19,0,8.8000,0.0000,0.0000,0,1.2000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,,0.00,0.00,17.90,0.00,3.082,7.87,57.94
